Railing
Floor
36" x 84" (180 MIN)
36" x 84" (180 MIN)
48" x 84"
48" x 84"
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
48"x36" - Private
Wall
24"
Wheel Chair Circle
36" x 84" (Cores)
Toilet-Domestic-3D
72"
19" x 19"
19" x 19"
72"
54" x 48"
Kitchenette - Medium
24" Depth
24" x 25" LH
24" x 24" x 34"
18" x 18"
22" x 20"
24" Depth
24"W x 40"H
27"W x 28"H
24"W x 40"H
27"W x 28"H
18" x 48"
Wall
Group
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
48"x36" - Private
Wall
24"
Wheel Chair Circle
36" x 84" (Cores)
Toilet-Domestic-3D
72"
19" x 19"
19" x 19"
72"
54" x 48"
Kitchenette - Medium
24" Depth
24" x 25" LH
24" x 24" x 34"
18" x 18"
22" x 20"
24" Depth
24"W x 40"H
27"W x 28"H
24"W x 40"H
27"W x 28"H
18" x 48"
Wall
Group
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
Wall
48"x36" - Private
Wall
24"
Wheel Chair Circle
36" x 84" (Cores)
Toilet-Domestic-3D
54" x 48"
Kitchenette - Medium
24" Depth
24" x 25" LH
24" x 24" x 34"
18" x 18"
22" x 20"
24" Depth
24"W x 40"H
27"W x 28"H
24"W x 40"H
27"W x 28"H
18" x 48"
Wall
Group
36" x 84" (60 MIN)
36" x 84" (60 MIN)
36" x 84" (60 MIN)
36" x 84" (60 MIN)
36" x 84" (60 MIN)
50" x 60"
50" x 60"
50" x 60"
50" x 60"
50" x 60"
50" x 60"
Room
Room
Room
Room
Room
Room
Room
Room
Room
50" x 60"
50" x 60"
Wall
Wall
Wall
Wall
Wall
Wall
48"x36" - Private
Wall
Wheel Chair Circle
36" x 84" (Cores)
72"
19" x 19"
19" x 19"
72"
54" x 48"
Kitchenette - Medium
24" Depth
24" x 25" LH
24" x 24" x 34"
18" x 18"
22" x 20"
24"W x 40"H
27"W x 28"H
24"W x 40"H
27"W x 28"H
Wall
Group
Wall
Wall
Wall
24"
Toilet-Domestic-3D
24" Depth
18" x 48"
36" x 84" (60 MIN)
36" x 84" (60 MIN)
Room
ModelCurve
ModelCurve
ModelCurve
ModelCurve
ModelCurve
ModelCurve
ModelCurve
ModelCurve
ModelCurve
ModelCurve
ModelCurve
ModelCurve
Area
36" x 84" (180 MIN)
Railing
Floor
36" x 84" (45 MIN)
Wall
Wall
Trash Chute
Wall
48"
36" x 48"
Wall
Wall
Wall
24"W x 40"H
27"W x 28"H
24"W x 40"H
27"W x 28"H
24" Depth
19" x 19"
36" x 84" (Cores)
36"x36" - Private
Toilet-Domestic-3D
Wall
Wall
24"
Wall
Kitchenette - Medium
24" Depth
24" x 25" LH
24" x 24" x 34"
18" x 18"
22" x 20"
30"
Group
Wall
48"
36" x 48"
Floor
Wall
Group
Wall
Wall
24"W x 40"H
27"W x 28"H
24"W x 40"H
27"W x 28"H
24" Depth
19" x 19"
36" x 84" (Cores)
36"x36" - Private
Toilet-Domestic-3D
Wall
Wall
24"
Kitchenette - Medium
24" Depth
24" x 25" LH
24" x 24" x 34"
18" x 18"
22" x 20"
30"
Wall
39" x 76" (Solar Wall)
Muntin Pattern_3x1
with Sill
Picture Frame
39" x 76" (Solar Wall)
Muntin Pattern_3x1
with Sill
Picture Frame
Wall
Wall
Wall
39" x 76" (Solar Wall)
Muntin Pattern_3x1
with Sill
Picture Frame
39" x 76" (Solar Wall)
